3.000000100	3.000000000	4.000000600	3.058382100	3.823268200	3.435358200	2.199284500	3.376404400	4.466020200	3.596193100	3.424910900	4.681179500
3.160409600	2.845621100	4.379233400	3.369511000	3.816754300	4.264443100	2.286826200	3.083879200	4.803597600	3.599873500	2.857164800	5.277419500
3.280116200	2.549900300	4.515984700	3.477959500	3.508873200	4.719034000	2.342464700	2.674654100	4.840401400	3.565891800	2.295327200	5.439848800
3.287527500	2.199471000	4.541907600	3.395887800	3.102444300	4.957716900	2.303307200	2.238060200	4.714595800	3.427414600	1.771510600	5.434813900
3.163173600	1.871262900	4.514903700	3.139454300	2.728372900	5.029490900	2.163694800	1.839658600	4.521474900	3.185069000	1.357099800	5.372316600
2.892690000	1.600801900	4.480898000	2.701197200	2.451094500	4.971135800	1.913525900	1.469696300	4.325820600	2.825101900	1.091082500	5.338579700
2.634729200	1.613781500	4.471146700	2.267251200	2.504683800	4.738079300	1.710372200	1.295571600	4.260655500	2.532142700	1.289689600	5.411593600
3.173516000	2.086448300	4.215095300	2.596652100	2.900165100	4.143729700	2.356676600	1.511921500	4.266983800	3.174737100	2.174675200	5.211195000
2.843129300	1.368695300	3.930808300	2.172569600	2.110372400	3.947080400	2.101636400	0.699310320	3.884851600	2.819936600	1.325813000	4.929619200
3.773158400	-0.490841160	3.998401600	3.102144000	0.250567540	3.991138500	3.031850600	-1.161512000	4.024158400	3.787383600	-0.468173740	4.998043400
4.344179900	-2.559622800	3.990371500	3.673542800	-1.817897700	3.999857300	3.602459100	-3.230315400	3.995024200	4.353993000	-2.563538300	4.990315600
5.737523500	-5.718051800	4.000454900	5.066871900	-4.976282500	4.002613600	4.995777300	-6.388701400	4.006913300	5.743761900	-5.715321700	5.000431700
6.877274100	-7.054526700	3.992076800	6.206632000	-6.312750400	3.994716500	6.135502400	-7.725174000	3.994722300	6.881006800	-7.054710600	4.992069800
8.284553800	-6.686712000	3.987647900	7.613940100	-5.945024900	4.000973600	7.542784800	-7.357364700	3.985704100	8.292049000	-6.697900100	4.987557200
14.053671000	-9.501372300	3.990481200	13.383019000	-8.759637000	3.983096700	13.311979000	-10.172065000	3.982522200	14.042815000	-9.501233000	4.990422200
19.824435000	-24.121125000	3.931752000	19.154783000	-23.381292000	3.866837800	19.084482000	-24.793245000	3.904851500	19.760903000	-24.091105000	4.929280200
